Timestamp,Date,Time,Charging Price,Discharging Price,Average Price,CS Id,Algorithm Name,SoC
2023-10-10 02:00:00,2023-10-10,02:00:00,-0.0600293402196398,0.07203520826356775,-0.08300558996771136,5,SAC,0.0
2023-10-09 05:00:00,2023-10-09,05:00:00,-0.1049095148761462,0.12589141785137545,-0.08300558996771136,6,SAC,0.0
2023-10-09 05:15:00,2023-10-09,05:15:00,-0.1049095148761462,0.12589141785137545,-0.08300558996771136,6,SAC,0.0
2023-10-09 05:30:00,2023-10-09,05:30:00,-0.1049095148761462,0.12589141785137545,-0.08300558996771136,6,SAC,0.0
2023-10-09 05:45:00,2023-10-09,05:45:00,-0.1049095148761462,0.12589141785137545,-0.08300558996771136,6,SAC,0.0
2023-10-09 06:00:00,2023-10-09,06:00:00,-0.107881591735003,0.1294579100820036,-0.08300558996771136,6,SAC,0.0
2023-10-09 06:15:00,2023-10-09,06:15:00,-0.107881591735003,0.1294579100820036,-0.08300558996771136,6,SAC,0.0
2023-10-09 06:30:00,2023-10-09,06:30:00,-0.107881591735003,0.1294579100820036,-0.08300558996771136,6,SAC,0.0
2023-10-09 06:45:00,2023-10-09,06:45:00,-0.107881591735003,0.1294579100820036,-0.08300558996771136,6,SAC,0.0
2023-10-09 07:00:00,2023-10-09,07:00:00,-0.09398245339732064,0.11277894407678477,-0.08300558996771136,6,SAC,0.0
2023-10-09 07:15:00,2023-10-09,07:15:00,-0.09398245339732064,0.11277894407678477,-0.08300558996771136,6,SAC,0.0
2023-10-09 07:30:00,2023-10-09,07:30:00,-0.09398245339732064,0.11277894407678477,-0.08300558996771136,6,SAC,0.0
2023-10-09 07:45:00,2023-10-09,07:45:00,-0.09398245339732064,0.11277894407678477,-0.08300558996771136,6,SAC,0.0
2023-10-09 08:00:00,2023-10-09,08:00:00,-0.07715880201977172,0.09259056242372607,-0.08300558996771136,6,SAC,0.0
2023-10-09 08:15:00,2023-10-09,08:15:00,-0.07715880201977172,0.09259056242372607,-0.08300558996771136,6,SAC,0.0
2023-10-09 08:30:00,2023-10-09,08:30:00,-0.07715880201977172,0.09259056242372607,-0.08300558996771136,6,SAC,0.0
2023-10-09 08:45:00,2023-10-09,08:45:00,-0.07715880201977172,0.09259056242372607,-0.08300558996771136,6,SAC,0.0
2023-10-09 09:00:00,2023-10-09,09:00:00,-0.0639554647802375,0.076746557736285,-0.08300558996771136,6,SAC,0.0
2023-10-09 09:15:00,2023-10-09,09:15:00,-0.0639554647802375,0.076746557736285,-0.08300558996771136,6,SAC,0.0
2023-10-09 09:30:00,2023-10-09,09:30:00,-0.0639554647802375,0.076746557736285,-0.08300558996771136,6,SAC,0.0
2023-10-09 09:45:00,2023-10-09,09:45:00,-0.0639554647802375,0.076746557736285,-0.08300558996771136,6,SAC,0.0
2023-10-09 10:00:00,2023-10-09,10:00:00,-0.04310164760355243,0.051721977124262915,-0.08300558996771136,6,SAC,0.0
2023-10-09 10:15:00,2023-10-09,10:15:00,-0.04310164760355243,0.051721977124262915,-0.08300558996771136,6,SAC,0.0
2023-10-09 10:30:00,2023-10-09,10:30:00,-0.04310164760355243,0.051721977124262915,-0.08300558996771136,6,SAC,0.0
2023-10-09 10:45:00,2023-10-09,10:45:00,-0.04310164760355243,0.051721977124262915,-0.08300558996771136,6,SAC,0.0
2023-10-09 11:00:00,2023-10-09,11:00:00,-0.014018604524180592,0.01682232542901671,-0.08300558996771136,6,SAC,0.0
2023-10-09 11:15:00,2023-10-09,11:15:00,-0.014018604524180592,0.01682232542901671,-0.08300558996771136,6,SAC,0.0
2023-10-09 11:30:00,2023-10-09,11:30:00,-0.014018604524180592,0.01682232542901671,-0.08300558996771136,6,SAC,0.0
2023-10-09 11:45:00,2023-10-09,11:45:00,-0.014018604524180592,0.01682232542901671,-0.08300558996771136,6,SAC,0.0
2023-10-09 12:00:00,2023-10-09,12:00:00,-0.022382628050675583,0.026859153660810698,-0.08300558996771136,6,SAC,0.0
2023-10-09 12:15:00,2023-10-09,12:15:00,-0.022382628050675583,0.026859153660810698,-0.08300558996771136,6,SAC,0.0
2023-10-09 12:30:00,2023-10-09,12:30:00,-0.022382628050675583,0.026859153660810698,-0.08300558996771136,6,SAC,0.0
2023-10-09 12:45:00,2023-10-09,12:45:00,-0.022382628050675583,0.026859153660810698,-0.08300558996771136,6,SAC,0.0
2023-10-09 13:00:00,2023-10-09,13:00:00,-0.05492829996530312,0.06591395995836374,-0.08300558996771136,6,SAC,0.0
2023-10-09 13:15:00,2023-10-09,13:15:00,-0.05492829996530312,0.06591395995836374,-0.08300558996771136,6,SAC,0.0
2023-10-09 13:30:00,2023-10-09,13:30:00,-0.05492829996530312,0.06591395995836374,-0.08300558996771136,6,SAC,0.5967
2023-10-09 13:45:00,2023-10-09,13:45:00,-0.05492829996530312,0.06591395995836374,-0.08300558996771136,6,SAC,0.485
2023-10-09 14:00:00,2023-10-09,14:00:00,-0.07669791961171372,0.09203750353405647,-0.08300558996771136,6,SAC,0.3738
2023-10-09 14:15:00,2023-10-09,14:15:00,-0.07669791961171372,0.09203750353405647,-0.08300558996771136,6,SAC,0.2625
2023-10-09 14:30:00,2023-10-09,14:30:00,-0.07669791961171372,0.09203750353405647,-0.08300558996771136,6,SAC,0.2
2023-10-09 14:45:00,2023-10-09,14:45:00,-0.07669791961171372,0.09203750353405647,-0.08300558996771136,6,SAC,0.2
2023-10-09 15:00:00,2023-10-09,15:00:00,-0.09697671014606933,0.1163720521752832,-0.08300558996771136,6,SAC,0.2
2023-10-09 15:15:00,2023-10-09,15:15:00,-0.09697671014606933,0.1163720521752832,-0.08300558996771136,6,SAC,0.2
2023-10-09 15:30:00,2023-10-09,15:30:00,-0.09697671014606933,0.1163720521752832,-0.08300558996771136,6,SAC,0.2
2023-10-09 15:45:00,2023-10-09,15:45:00,-0.09697671014606933,0.1163720521752832,-0.08300558996771136,6,SAC,0.2
2023-10-09 16:00:00,2023-10-09,16:00:00,-0.12170635403156749,0.14604762483788097,-0.08300558996771136,6,SAC,0.2
2023-10-09 16:15:00,2023-10-09,16:15:00,-0.12170635403156749,0.14604762483788097,-0.08300558996771136,6,SAC,0.2
2023-10-09 16:30:00,2023-10-09,16:30:00,-0.12170635403156749,0.14604762483788097,-0.08300558996771136,6,SAC,0.2
2023-10-09 16:45:00,2023-10-09,16:45:00,-0.12170635403156749,0.14604762483788097,-0.08300558996771136,6,SAC,0.2
2023-10-09 17:00:00,2023-10-09,17:00:00,-0.14160915477730437,0.16993098573276524,-0.08300558996771136,6,SAC,0.2
2023-10-09 17:15:00,2023-10-09,17:15:00,-0.14160915477730437,0.16993098573276524,-0.08300558996771136,6,SAC,0.2
2023-10-09 17:30:00,2023-10-09,17:30:00,-0.14160915477730437,0.16993098573276524,-0.08300558996771136,6,SAC,0.2
2023-10-09 17:45:00,2023-10-09,17:45:00,-0.14160915477730437,0.16993098573276524,-0.08300558996771136,6,SAC,0.2
2023-10-09 18:00:00,2023-10-09,18:00:00,-0.12198049242865014,0.14637659091438016,-0.08300558996771136,6,SAC,0.2
2023-10-09 18:15:00,2023-10-09,18:15:00,-0.12198049242865014,0.14637659091438016,-0.08300558996771136,6,SAC,0.2
2023-10-09 18:30:00,2023-10-09,18:30:00,-0.12198049242865014,0.14637659091438016,-0.08300558996771136,6,SAC,0.2
2023-10-09 18:45:00,2023-10-09,18:45:00,-0.12198049242865014,0.14637659091438016,-0.08300558996771136,6,SAC,0.2
2023-10-09 19:00:00,2023-10-09,19:00:00,-0.100532034678261,0.12063844161391318,-0.08300558996771136,6,SAC,0.2
2023-10-09 19:15:00,2023-10-09,19:15:00,-0.100532034678261,0.12063844161391318,-0.08300558996771136,6,SAC,0.2
2023-10-09 19:30:00,2023-10-09,19:30:00,-0.100532034678261,0.12063844161391318,-0.08300558996771136,6,SAC,0.0
2023-10-09 19:45:00,2023-10-09,19:45:00,-0.100532034678261,0.12063844161391318,-0.08300558996771136,6,SAC,0.0
2023-10-09 20:00:00,2023-10-09,20:00:00,-0.09537606743689815,0.11445128092427778,-0.08300558996771136,6,SAC,0.0
2023-10-09 20:15:00,2023-10-09,20:15:00,-0.09537606743689815,0.11445128092427778,-0.08300558996771136,6,SAC,0.0
2023-10-09 20:30:00,2023-10-09,20:30:00,-0.09537606743689815,0.11445128092427778,-0.08300558996771136,6,SAC,0.0
2023-10-09 20:45:00,2023-10-09,20:45:00,-0.09537606743689815,0.11445128092427778,-0.08300558996771136,6,SAC,0.0
2023-10-09 21:00:00,2023-10-09,21:00:00,-0.08928120435883594,0.10713744523060312,-0.08300558996771136,6,SAC,0.0
2023-10-09 21:15:00,2023-10-09,21:15:00,-0.08928120435883594,0.10713744523060312,-0.08300558996771136,6,SAC,0.0
2023-10-09 21:30:00,2023-10-09,21:30:00,-0.08928120435883594,0.10713744523060312,-0.08300558996771136,6,SAC,0.0
2023-10-09 21:45:00,2023-10-09,21:45:00,-0.08928120435883594,0.10713744523060312,-0.08300558996771136,6,SAC,0.0
2023-10-09 22:00:00,2023-10-09,22:00:00,-0.09009267107922289,0.10811120529506747,-0.08300558996771136,6,SAC,0.0
2023-10-09 22:15:00,2023-10-09,22:15:00,-0.09009267107922289,0.10811120529506747,-0.08300558996771136,6,SAC,0.0
2023-10-09 22:30:00,2023-10-09,22:30:00,-0.09009267107922289,0.10811120529506747,-0.08300558996771136,6,SAC,0.0
2023-10-09 22:45:00,2023-10-09,22:45:00,-0.09009267107922289,0.10811120529506747,-0.08300558996771136,6,SAC,0.0
2023-10-09 23:00:00,2023-10-09,23:00:00,-0.0822178432216167,0.09866141186594003,-0.08300558996771136,6,SAC,0.0
2023-10-09 23:15:00,2023-10-09,23:15:00,-0.0822178432216167,0.09866141186594003,-0.08300558996771136,6,SAC,0.0
2023-10-09 23:30:00,2023-10-09,23:30:00,-0.0822178432216167,0.09866141186594003,-0.08300558996771136,6,SAC,0.0
2023-10-09 23:45:00,2023-10-09,23:45:00,-0.0822178432216167,0.09866141186594003,-0.08300558996771136,6,SAC,0.0
2023-10-10 00:00:00,2023-10-10,00:00:00,-0.0762912242702296,0.09154946912427551,-0.08300558996771136,6,SAC,0.0
2023-10-10 00:15:00,2023-10-10,00:15:00,-0.0762912242702296,0.09154946912427551,-0.08300558996771136,6,SAC,0.0
2023-10-10 00:30:00,2023-10-10,00:30:00,-0.0762912242702296,0.09154946912427551,-0.08300558996771136,6,SAC,0.0
2023-10-10 00:45:00,2023-10-10,00:45:00,-0.0762912242702296,0.09154946912427551,-0.08300558996771136,6,SAC,0.0
2023-10-10 01:00:00,2023-10-10,01:00:00,-0.07378076876639618,0.08853692251967542,-0.08300558996771136,6,SAC,0.0
2023-10-10 01:15:00,2023-10-10,01:15:00,-0.07378076876639618,0.08853692251967542,-0.08300558996771136,6,SAC,0.0
2023-10-10 01:30:00,2023-10-10,01:30:00,-0.07378076876639618,0.08853692251967542,-0.08300558996771136,6,SAC,0.0
2023-10-10 01:45:00,2023-10-10,01:45:00,-0.07378076876639618,0.08853692251967542,-0.08300558996771136,6,SAC,0.0
2023-10-10 02:00:00,2023-10-10,02:00:00,-0.0600293402196398,0.07203520826356775,-0.08300558996771136,6,SAC,0.0
2023-10-09 05:00:00,2023-10-09,05:00:00,-0.1049095148761462,0.12589141785137545,-0.08300558996771136,7,SAC,0.0
2023-10-09 05:15:00,2023-10-09,05:15:00,-0.1049095148761462,0.12589141785137545,-0.08300558996771136,7,SAC,0.0
2023-10-09 05:30:00,2023-10-09,05:30:00,-0.1049095148761462,0.12589141785137545,-0.08300558996771136,7,SAC,0.0
2023-10-09 05:45:00,2023-10-09,05:45:00,-0.1049095148761462,0.12589141785137545,-0.08300558996771136,7,SAC,0.0
2023-10-09 06:00:00,2023-10-09,06:00:00,-0.107881591735003,0.1294579100820036,-0.08300558996771136,7,SAC,0.0
2023-10-09 06:15:00,2023-10-09,06:15:00,-0.107881591735003,0.1294579100820036,-0.08300558996771136,7,SAC,0.0
2023-10-09 06:30:00,2023-10-09,06:30:00,-0.107881591735003,0.1294579100820036,-0.08300558996771136,7,SAC,0.0
2023-10-09 06:45:00,2023-10-09,06:45:00,-0.107881591735003,0.1294579100820036,-0.08300558996771136,7,SAC,0.0
2023-10-09 07:00:00,2023-10-09,07:00:00,-0.09398245339732064,0.11277894407678477,-0.08300558996771136,7,SAC,0.0
2023-10-09 07:15:00,2023-10-09,07:15:00,-0.09398245339732064,0.11277894407678477,-0.08300558996771136,7,SAC,0.0
2023-10-09 07:30:00,2023-10-09,07:30:00,-0.09398245339732064,0.11277894407678477,-0.08300558996771136,7,SAC,0.0
2023-10-09 07:45:00,2023-10-09,07:45:00,-0.09398245339732064,0.11277894407678477,-0.08300558996771136,7,SAC,0.0
2023-10-09 08:00:00,2023-10-09,08:00:00,-0.07715880201977172,0.09259056242372607,-0.08300558996771136,7,SAC,0.0
2023-10-09 08:15:00,2023-10-09,08:15:00,-0.07715880201977172,0.09259056242372607,-0.08300558996771136,7,SAC,0.0
2023-10-09 08:30:00,2023-10-09,08:30:00,-0.07715880201977172,0.09259056242372607,-0.08300558996771136,7,SAC,0.0
2023-10-09 08:45:00,2023-10-09,08:45:00,-0.07715880201977172,0.09259056242372607,-0.08300558996771136,7,SAC,0.0
2023-10-09 09:00:00,2023-10-09,09:00:00,-0.0639554647802375,0.076746557736285,-0.08300558996771136,7,SAC,0.0
2023-10-09 09:15:00,2023-10-09,09:15:00,-0.0639554647802375,0.076746557736285,-0.08300558996771136,7,SAC,0.0
2023-10-09 09:30:00,2023-10-09,09:30:00,-0.0639554647802375,0.076746557736285,-0.08300558996771136,7,SAC,0.0
2023-10-09 09:45:00,2023-10-09,09:45:00,-0.0639554647802375,0.076746557736285,-0.08300558996771136,7,SAC,0.0
2023-10-09 10:00:00,2023-10-09,10:00:00,-0.04310164760355243,0.051721977124262915,-0.08300558996771136,7,SAC,0.0
2023-10-09 10:15:00,2023-10-09,10:15:00,-0.04310164760355243,0.051721977124262915,-0.08300558996771136,7,SAC,0.0
2023-10-09 10:30:00,2023-10-09,10:30:00,-0.04310164760355243,0.051721977124262915,-0.08300558996771136,7,SAC,0.0
2023-10-09 10:45:00,2023-10-09,10:45:00,-0.04310164760355243,0.051721977124262915,-0.08300558996771136,7,SAC,0.0
2023-10-09 11:00:00,2023-10-09,11:00:00,-0.014018604524180592,0.01682232542901671,-0.08300558996771136,7,SAC,0.0
2023-10-09 11:15:00,2023-10-09,11:15:00,-0.014018604524180592,0.01682232542901671,-0.08300558996771136,7,SAC,0.0
2023-10-09 11:30:00,2023-10-09,11:30:00,-0.014018604524180592,0.01682232542901671,-0.08300558996771136,7,SAC,0.0
2023-10-09 11:45:00,2023-10-09,11:45:00,-0.014018604524180592,0.01682232542901671,-0.08300558996771136,7,SAC,0.0
2023-10-09 12:00:00,2023-10-09,12:00:00,-0.022382628050675583,0.026859153660810698,-0.08300558996771136,7,SAC,0.0
2023-10-09 12:15:00,2023-10-09,12:15:00,-0.022382628050675583,0.026859153660810698,-0.08300558996771136,7,SAC,0.0
2023-10-09 12:30:00,2023-10-09,12:30:00,-0.022382628050675583,0.026859153660810698,-0.08300558996771136,7,SAC,0.0
2023-10-09 12:45:00,2023-10-09,12:45:00,-0.022382628050675583,0.026859153660810698,-0.08300558996771136,7,SAC,0.0
2023-10-09 13:00:00,2023-10-09,13:00:00,-0.05492829996530312,0.06591395995836374,-0.08300558996771136,7,SAC,0.0
2023-10-09 13:15:00,2023-10-09,13:15:00,-0.05492829996530312,0.06591395995836374,-0.08300558996771136,7,SAC,0.0
2023-10-09 13:30:00,2023-10-09,13:30:00,-0.05492829996530312,0.06591395995836374,-0.08300558996771136,7,SAC,0.0
2023-10-09 13:45:00,2023-10-09,13:45:00,-0.05492829996530312,0.06591395995836374,-0.08300558996771136,7,SAC,0.0
2023-10-09 14:00:00,2023-10-09,14:00:00,-0.07669791961171372,0.09203750353405647,-0.08300558996771136,7,SAC,0.0
2023-10-09 14:15:00,2023-10-09,14:15:00,-0.07669791961171372,0.09203750353405647,-0.08300558996771136,7,SAC,0.0
2023-10-09 14:30:00,2023-10-09,14:30:00,-0.07669791961171372,0.09203750353405647,-0.08300558996771136,7,SAC,0.635
2023-10-09 14:45:00,2023-10-09,14:45:00,-0.07669791961171372,0.09203750353405647,-0.08300558996771136,7,SAC,0.635
2023-10-09 15:00:00,2023-10-09,15:00:00,-0.09697671014606933,0.1163720521752832,-0.08300558996771136,7,SAC,0.7446
2023-10-09 15:15:00,2023-10-09,15:15:00,-0.09697671014606933,0.1163720521752832,-0.08300558996771136,7,SAC,0.8545
2023-10-09 15:30:00,2023-10-09,15:30:00,-0.09697671014606933,0.1163720521752832,-0.08300558996771136,7,SAC,0.965
2023-10-09 15:45:00,2023-10-09,15:45:00,-0.09697671014606933,0.1163720521752832,-0.08300558996771136,7,SAC,1.0
2023-10-09 16:00:00,2023-10-09,16:00:00,-0.12170635403156749,0.14604762483788097,-0.08300558996771136,7,SAC,1.0
2023-10-09 16:15:00,2023-10-09,16:15:00,-0.12170635403156749,0.14604762483788097,-0.08300558996771136,7,SAC,1.0
2023-10-09 16:30:00,2023-10-09,16:30:00,-0.12170635403156749,0.14604762483788097,-0.08300558996771136,7,SAC,1.0
2023-10-09 16:45:00,2023-10-09,16:45:00,-0.12170635403156749,0.14604762483788097,-0.08300558996771136,7,SAC,1.0
2023-10-09 17:00:00,2023-10-09,17:00:00,-0.14160915477730437,0.16993098573276524,-0.08300558996771136,7,SAC,1.0
2023-10-09 17:15:00,2023-10-09,17:15:00,-0.14160915477730437,0.16993098573276524,-0.08300558996771136,7,SAC,1.0
2023-10-09 17:30:00,2023-10-09,17:30:00,-0.14160915477730437,0.16993098573276524,-0.08300558996771136,7,SAC,1.0
2023-10-09 17:45:00,2023-10-09,17:45:00,-0.14160915477730437,0.16993098573276524,-0.08300558996771136,7,SAC,1.0
2023-10-09 18:00:00,2023-10-09,18:00:00,-0.12198049242865014,0.14637659091438016,-0.08300558996771136,7,SAC,1.0
2023-10-09 18:15:00,2023-10-09,18:15:00,-0.12198049242865014,0.14637659091438016,-0.08300558996771136,7,SAC,1.0
2023-10-09 18:30:00,2023-10-09,18:30:00,-0.12198049242865014,0.14637659091438016,-0.08300558996771136,7,SAC,1.0
2023-10-09 18:45:00,2023-10-09,18:45:00,-0.12198049242865014,0.14637659091438016,-0.08300558996771136,7,SAC,1.0
2023-10-09 19:00:00,2023-10-09,19:00:00,-0.100532034678261,0.12063844161391318,-0.08300558996771136,7,SAC,1.0
2023-10-09 19:15:00,2023-10-09,19:15:00,-0.100532034678261,0.12063844161391318,-0.08300558996771136,7,SAC,1.0
2023-10-09 19:30:00,2023-10-09,19:30:00,-0.100532034678261,0.12063844161391318,-0.08300558996771136,7,SAC,1.0
2023-10-09 19:45:00,2023-10-09,19:45:00,-0.100532034678261,0.12063844161391318,-0.08300558996771136,7,SAC,1.0
2023-10-09 20:00:00,2023-10-09,20:00:00,-0.09537606743689815,0.11445128092427778,-0.08300558996771136,7,SAC,1.0
2023-10-09 20:15:00,2023-10-09,20:15:00,-0.09537606743689815,0.11445128092427778,-0.08300558996771136,7,SAC,0.0
2023-10-09 20:30:00,2023-10-09,20:30:00,-0.09537606743689815,0.11445128092427778,-0.08300558996771136,7,SAC,0.0
2023-10-09 20:45:00,2023-10-09,20:45:00,-0.09537606743689815,0.11445128092427778,-0.08300558996771136,7,SAC,0.0
2023-10-09 21:00:00,2023-10-09,21:00:00,-0.08928120435883594,0.10713744523060312,-0.08300558996771136,7,SAC,0.0
2023-10-09 21:15:00,2023-10-09,21:15:00,-0.08928120435883594,0.10713744523060312,-0.08300558996771136,7,SAC,0.0
2023-10-09 21:30:00,2023-10-09,21:30:00,-0.08928120435883594,0.10713744523060312,-0.08300558996771136,7,SAC,0.0
2023-10-09 21:45:00,2023-10-09,21:45:00,-0.08928120435883594,0.10713744523060312,-0.08300558996771136,7,SAC,0.0
2023-10-09 22:00:00,2023-10-09,22:00:00,-0.09009267107922289,0.10811120529506747,-0.08300558996771136,7,SAC,0.0
2023-10-09 22:15:00,2023-10-09,22:15:00,-0.09009267107922289,0.10811120529506747,-0.08300558996771136,7,SAC,0.0
2023-10-09 22:30:00,2023-10-09,22:30:00,-0.09009267107922289,0.10811120529506747,-0.08300558996771136,7,SAC,0.0
2023-10-09 22:45:00,2023-10-09,22:45:00,-0.09009267107922289,0.10811120529506747,-0.08300558996771136,7,SAC,0.0
2023-10-09 23:00:00,2023-10-09,23:00:00,-0.0822178432216167,0.09866141186594003,-0.08300558996771136,7,SAC,0.0
2023-10-09 23:15:00,2023-10-09,23:15:00,-0.0822178432216167,0.09866141186594003,-0.08300558996771136,7,SAC,0.0
2023-10-09 23:30:00,2023-10-09,23:30:00,-0.0822178432216167,0.09866141186594003,-0.08300558996771136,7,SAC,0.0
2023-10-09 23:45:00,2023-10-09,23:45:00,-0.0822178432216167,0.09866141186594003,-0.08300558996771136,7,SAC,0.0
2023-10-10 00:00:00,2023-10-10,00:00:00,-0.0762912242702296,0.09154946912427551,-0.08300558996771136,7,SAC,0.0
2023-10-10 00:15:00,2023-10-10,00:15:00,-0.0762912242702296,0.09154946912427551,-0.08300558996771136,7,SAC,0.0
2023-10-10 00:30:00,2023-10-10,00:30:00,-0.0762912242702296,0.09154946912427551,-0.08300558996771136,7,SAC,0.0
2023-10-10 00:45:00,2023-10-10,00:45:00,-0.0762912242702296,0.09154946912427551,-0.08300558996771136,7,SAC,0.0
2023-10-10 01:00:00,2023-10-10,01:00:00,-0.07378076876639618,0.08853692251967542,-0.08300558996771136,7,SAC,0.0
2023-10-10 01:15:00,2023-10-10,01:15:00,-0.07378076876639618,0.08853692251967542,-0.08300558996771136,7,SAC,0.0
2023-10-10 01:30:00,2023-10-10,01:30:00,-0.07378076876639618,0.08853692251967542,-0.08300558996771136,7,SAC,0.0
2023-10-10 01:45:00,2023-10-10,01:45:00,-0.07378076876639618,0.08853692251967542,-0.08300558996771136,7,SAC,0.0
2023-10-10 02:00:00,2023-10-10,02:00:00,-0.0600293402196398,0.07203520826356775,-0.08300558996771136,7,SAC,0.0
2023-10-09 05:00:00,2023-10-09,05:00:00,-0.1049095148761462,0.12589141785137545,-0.08300558996771136,8,SAC,0.0
2023-10-09 05:15:00,2023-10-09,05:15:00,-0.1049095148761462,0.12589141785137545,-0.08300558996771136,8,SAC,0.0
2023-10-09 05:30:00,2023-10-09,05:30:00,-0.1049095148761462,0.12589141785137545,-0.08300558996771136,8,SAC,0.0
2023-10-09 05:45:00,2023-10-09,05:45:00,-0.1049095148761462,0.12589141785137545,-0.08300558996771136,8,SAC,0.0
2023-10-09 06:00:00,2023-10-09,06:00:00,-0.107881591735003,0.1294579100820036,-0.08300558996771136,8,SAC,0.0
2023-10-09 06:15:00,2023-10-09,06:15:00,-0.107881591735003,0.1294579100820036,-0.08300558996771136,8,SAC,0.0
2023-10-09 06:30:00,2023-10-09,06:30:00,-0.107881591735003,0.1294579100820036,-0.08300558996771136,8,SAC,0.0
2023-10-09 06:45:00,2023-10-09,06:45:00,-0.107881591735003,0.1294579100820036,-0.08300558996771136,8,SAC,0.0
2023-10-09 07:00:00,2023-10-09,07:00:00,-0.09398245339732064,0.11277894407678477,-0.08300558996771136,8,SAC,0.0
2023-10-09 07:15:00,2023-10-09,07:15:00,-0.09398245339732064,0.11277894407678477,-0.08300558996771136,8,SAC,0.0
2023-10-09 07:30:00,2023-10-09,07:30:00,-0.09398245339732064,0.11277894407678477,-0.08300558996771136,8,SAC,0.0
2023-10-09 07:45:00,2023-10-09,07:45:00,-0.09398245339732064,0.11277894407678477,-0.08300558996771136,8,SAC,0.0
2023-10-09 08:00:00,2023-10-09,08:00:00,-0.07715880201977172,0.09259056242372607,-0.08300558996771136,8,SAC,0.0
2023-10-09 08:15:00,2023-10-09,08:15:00,-0.07715880201977172,0.09259056242372607,-0.08300558996771136,8,SAC,0.0
2023-10-09 08:30:00,2023-10-09,08:30:00,-0.07715880201977172,0.09259056242372607,-0.08300558996771136,8,SAC,0.0
2023-10-09 08:45:00,2023-10-09,08:45:00,-0.07715880201977172,0.09259056242372607,-0.08300558996771136,8,SAC,0.0
2023-10-09 09:00:00,2023-10-09,09:00:00,-0.0639554647802375,0.076746557736285,-0.08300558996771136,8,SAC,0.0
2023-10-09 09:15:00,2023-10-09,09:15:00,-0.0639554647802375,0.076746557736285,-0.08300558996771136,8,SAC,0.0
2023-10-09 09:30:00,2023-10-09,09:30:00,-0.0639554647802375,0.076746557736285,-0.08300558996771136,8,SAC,0.0
2023-10-09 09:45:00,2023-10-09,09:45:00,-0.0639554647802375,0.076746557736285,-0.08300558996771136,8,SAC,0.0
2023-10-09 10:00:00,2023-10-09,10:00:00,-0.04310164760355243,0.051721977124262915,-0.08300558996771136,8,SAC,0.0
2023-10-09 10:15:00,2023-10-09,10:15:00,-0.04310164760355243,0.051721977124262915,-0.08300558996771136,8,SAC,0.641
2023-10-09 10:30:00,2023-10-09,10:30:00,-0.04310164760355243,0.051721977124262915,-0.08300558996771136,8,SAC,0.641
2023-10-09 10:45:00,2023-10-09,10:45:00,-0.04310164760355243,0.051721977124262915,-0.08300558996771136,8,SAC,0.641
2023-10-09 11:00:00,2023-10-09,11:00:00,-0.014018604524180592,0.01682232542901671,-0.08300558996771136,8,SAC,0.641
2023-10-09 11:15:00,2023-10-09,11:15:00,-0.014018604524180592,0.01682232542901671,-0.08300558996771136,8,SAC,0.641
2023-10-09 11:30:00,2023-10-09,11:30:00,-0.014018604524180592,0.01682232542901671,-0.08300558996771136,8,SAC,0.641
2023-10-09 11:45:00,2023-10-09,11:45:00,-0.014018604524180592,0.01682232542901671,-0.08300558996771136,8,SAC,0.641
2023-10-09 12:00:00,2023-10-09,12:00:00,-0.022382628050675583,0.026859153660810698,-0.08300558996771136,8,SAC,0.641
2023-10-09 12:15:00,2023-10-09,12:15:00,-0.022382628050675583,0.026859153660810698,-0.08300558996771136,8,SAC,0.641
2023-10-09 12:30:00,2023-10-09,12:30:00,-0.022382628050675583,0.026859153660810698,-0.08300558996771136,8,SAC,0.641
2023-10-09 12:45:00,2023-10-09,12:45:00,-0.022382628050675583,0.026859153660810698,-0.08300558996771136,8,SAC,0.641
2023-10-09 13:00:00,2023-10-09,13:00:00,-0.05492829996530312,0.06591395995836374,-0.08300558996771136,8,SAC,0.641
2023-10-09 13:15:00,2023-10-09,13:15:00,-0.05492829996530312,0.06591395995836374,-0.08300558996771136,8,SAC,0.641
2023-10-09 13:30:00,2023-10-09,13:30:00,-0.05492829996530312,0.06591395995836374,-0.08300558996771136,8,SAC,0.641
2023-10-09 13:45:00,2023-10-09,13:45:00,-0.05492829996530312,0.06591395995836374,-0.08300558996771136,8,SAC,0.641
2023-10-09 14:00:00,2023-10-09,14:00:00,-0.07669791961171372,0.09203750353405647,-0.08300558996771136,8,SAC,0.641
2023-10-09 14:15:00,2023-10-09,14:15:00,-0.07669791961171372,0.09203750353405647,-0.08300558996771136,8,SAC,0.0
2023-10-09 14:30:00,2023-10-09,14:30:00,-0.07669791961171372,0.09203750353405647,-0.08300558996771136,8,SAC,0.63
2023-10-09 14:45:00,2023-10-09,14:45:00,-0.07669791961171372,0.09203750353405647,-0.08300558996771136,8,SAC,0.63
2023-10-09 15:00:00,2023-10-09,15:00:00,-0.09697671014606933,0.1163720521752832,-0.08300558996771136,8,SAC,0.74
2023-10-09 15:15:00,2023-10-09,15:15:00,-0.09697671014606933,0.1163720521752832,-0.08300558996771136,8,SAC,0.85
2023-10-09 15:30:00,2023-10-09,15:30:00,-0.09697671014606933,0.1163720521752832,-0.08300558996771136,8,SAC,0.96
2023-10-09 15:45:00,2023-10-09,15:45:00,-0.09697671014606933,0.1163720521752832,-0.08300558996771136,8,SAC,1.0
